id,name,type,gender,country,begin_date,end_date,begin_area_id,begin_area_name,area_id,area_name,place_id,place,place_full
c1aa2ec9-53e7-4d90-8d36-bac75832e986,The Supremes,Group,,US,1961-01-15,1977-06-12,b03ff310-d8e2-45cf-9455-769f76641eb2,Detroit,489ce91b-6658-3307-9877-795b68554c98,United States,b03ff310-d8e2-45cf-9455-769f76641eb2,Detroit,"Detroit, Wayne County, Michigan, United States"
8ef1df30-ae4f-4dbd-9351-1a32b208a01e,Alicia Keys,Person,Female,US,1981-01-25,,261962ea-d8c2-4eaf-a80c-f14376ffadb0,Manhattan,489ce91b-6658-3307-9877-795b68554c98,United States,261962ea-d8c2-4eaf-a80c-f14376ffadb0,Manhattan,"Manhattan, New York, New York, United States"
bce6d667-cde8-485e-b078-c0a05adea36d,ScHoolboy Q,Person,Male,,1986-10-26,,00ed07a5-acd7-4217-a37a-72ebf08349b6,Wiesbaden,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,00ed07a5-acd7-4217-a37a-72ebf08349b6,Wiesbaden,"Wiesbaden, Hessen, Germany"
7e30debb-3308-49ab-a5ac-6d49319a5705,The Bravery,Group,,US,2003,2011,74e50e58-5deb-4b99-93a2-decbb365c07f,New York,489ce91b-6658-3307-9877-795b68554c98,United States,74e50e58-5deb-4b99-93a2-decbb365c07f,New York,"New York, New York, United States"
af37c51c-0790-4a29-b995-456f98a6b8c9,Vampire Weekend,Group,,US,2006-02-06,,74e50e58-5deb-4b99-93a2-decbb365c07f,New York,489ce91b-6658-3307-9877-795b68554c98,United States,74e50e58-5deb-4b99-93a2-decbb365c07f,New York,"New York, New York, United States"
c44ff8d1-8c81-45c8-abd6-5feefb07b764,Interpol,Group,,,,,,,,,,,
4d2956d1-a3f7-44bb-9a41-67563e1a0c94,Blondie,Group,,US,1974,,74e50e58-5deb-4b99-93a2-decbb365c07f,New York,489ce91b-6658-3307-9877-795b68554c98,United States,74e50e58-5deb-4b99-93a2-decbb365c07f,New York,"New York, New York, United States"
4a069029-4f64-4946-b650-01aeb0b55d9d,Edward Sharpe and the Magnetic Zeros,Group,,US,2005,,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,489ce91b-6658-3307-9877-795b68554c98,United States,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,"Los Angeles, Los Angeles County, California, United States"
01d3c51b-9b98-418a-8d8e-37f6fab59d8c,Sufjan Stevens,Person,Male,US,1975-07-01,,b03ff310-d8e2-45cf-9455-769f76641eb2,Detroit,489ce91b-6658-3307-9877-795b68554c98,United States,b03ff310-d8e2-45cf-9455-769f76641eb2,Detroit,"Detroit, Wayne County, Michigan, United States"
13513a8a-e9a8-4367-b9e4-410fef5bed3a,Yelawolf,Person,Male,US,1979-12-30,,06d8645e-5ebd-4f47-83bc-a39670192721,Gadsden,489ce91b-6658-3307-9877-795b68554c98,United States,06d8645e-5ebd-4f47-83bc-a39670192721,Gadsden,"Gadsden, Etowah County, Alabama, United States"
3bcff06f-675a-451f-9075-99e8657047e8,Four Tet,Person,Male,GB,1978,,f03d09b3-39dc-4083-afd6-159e3f0d462f,London,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,f03d09b3-39dc-4083-afd6-159e3f0d462f,London,"London, England, United Kingdom"
d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01,Nils Frahm,Person,Male,DE,1982-09-20,,11a44e18-a2e5-43a9-bee9-aa4f7c83f967,Hamburg,85752fda-13c4-31a3-bee5-0e5cb1f51dad,Germany,11a44e18-a2e5-43a9-bee9-aa4f7c83f967,Hamburg,"Hamburg, Germany"
8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,Portishead,Group,,GB,1991,,40d758a4-b7c2-40f3-b439-5efbd2a3b038,Bristol,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,40d758a4-b7c2-40f3-b439-5efbd2a3b038,Bristol,"Bristol, England, United Kingdom"
3dee0ca7-99ae-4421-9c3b-f42d8caf4c88,Lower Dens,Group,,US,2009,,2fb5445d-3987-49fe-957a-f730a7acc4a2,Baltimore,489ce91b-6658-3307-9877-795b68554c98,United States,2fb5445d-3987-49fe-957a-f730a7acc4a2,Baltimore,"Baltimore, Maryland, United States"
172e1f1a-504d-4488-b053-6344ba63e6d0,Nick Cave & The Bad Seeds,Group,,AU,1983,,b4e9352c-8edf-4911-8fa3-e852afa30501,Melbourne,106e0bec-b638-3b37-b731-f53d507dc00e,Australia,b4e9352c-8edf-4911-8fa3-e852afa30501,Melbourne,"Melbourne, Victoria, Australia"
1239d1bc-cc09-43e0-bcd0-374f60346138,Kelis,Person,Female,US,1980-08-21,,261962ea-d8c2-4eaf-a80c-f14376ffadb0,Manhattan,489ce91b-6658-3307-9877-795b68554c98,United States,261962ea-d8c2-4eaf-a80c-f14376ffadb0,Manhattan,"Manhattan, New York, New York, United States"
f491f5ad-0946-40a6-bab9-da319c3f3995,Gene Vincent,Person,Male,US,1935-02-11,1971-10-12,520b4d15-da9b-40ce-8ba5-d797d0eae8a2,Norfolk,489ce91b-6658-3307-9877-795b68554c98,United States,520b4d15-da9b-40ce-8ba5-d797d0eae8a2,Norfolk,"Norfolk, Virginia, United States"
01809552-4f87-45b0-afff-2c6f0730a3be,Elvis Presley,Person,Male,US,1935-01-08,1977-08-16,157e3c0e-1b68-403d-a515-6e37cb67947b,Tupelo,489ce91b-6658-3307-9877-795b68554c98,United States,157e3c0e-1b68-403d-a515-6e37cb67947b,Tupelo,"Tupelo, Lee County, Mississippi, United States"
0110e63e-0a9b-4818-af8e-41e180c20b9a,Devendra Banhart,Person,Male,US,1981-05-30,,c920948b-83e3-40b7-8fe9-9ab5abaac55b,Houston,489ce91b-6658-3307-9877-795b68554c98,United States,c920948b-83e3-40b7-8fe9-9ab5abaac55b,Houston,"Houston, Harris County, Texas, United States"
69158f97-4c07-4c4e-baf8-4e4ab1ed666e,Boards of Canada,Group,,GB,1986,,6658f787-692d-417f-852c-dcca728d5849,Edinburgh,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,6658f787-692d-417f-852c-dcca728d5849,Edinburgh,"Edinburgh, Scotland, United Kingdom"
ff4fc9b6-bdcd-44ee-b053-c1ccbe47fe4b,Mikky Ekko,Person,Male,,,,,,,,,,
92dc699f-fcbc-4278-afbe-40b5ad060a55,Death From Above,Group,,CA,2001,,74b24e62-d2fe-42d2-9d96-31f2da756c77,Toronto,71bbafaa-e825-3e15-8ca9-017dcad1748b,Canada,74b24e62-d2fe-42d2-9d96-31f2da756c77,Toronto,"Toronto, Ontario, Canada"
31e6a2f0-ce8d-49df-bf90-bc5822bee5b3,Skaters,Group,,US,2012,,74e50e58-5deb-4b99-93a2-decbb365c07f,New York,489ce91b-6658-3307-9877-795b68554c98,United States,74e50e58-5deb-4b99-93a2-decbb365c07f,New York,"New York, New York, United States"
ff0d20a7-a69e-4207-a18f-ca808759499d,The Antlers,Group,,US,2006,,a71b0d32-7752-49e9-8594-2247ad6ac12c,Brooklyn,489ce91b-6658-3307-9877-795b68554c98,United States,a71b0d32-7752-49e9-8594-2247ad6ac12c,Brooklyn,"Brooklyn, New York, New York, United States"
86c80cc3-13b0-4ca7-ae5a-d16f00c11a59,Slothrust,Group,,,2010,,e331bfdf-b908-429c-a79b-710cf9c06abb,Boston,a71b0d32-7752-49e9-8594-2247ad6ac12c,Brooklyn,e331bfdf-b908-429c-a79b-710cf9c06abb,Boston,"Boston, Suffolk County, Massachusetts, United States"
335b6182-0da8-4dc6-a5ec-fe13f0f87e4b,The Turtles,Group,,US,1965,1971,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,489ce91b-6658-3307-9877-795b68554c98,United States,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,"Los Angeles, Los Angeles County, California, United States"
9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6,Nirvana,Group,,GB,1967,,f03d09b3-39dc-4083-afd6-159e3f0d462f,London,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,f03d09b3-39dc-4083-afd6-159e3f0d462f,London,"London, England, United Kingdom"
7fb57fba-a6ef-44c2-abab-2fa3bdee607e,Childish Gambino,Person,Male,US,1983-09-25,,9a3bbcc6-9de1-47bd-abbe-fcef0c2262a1,Edwards Air Force Base,489ce91b-6658-3307-9877-795b68554c98,United States,9a3bbcc6-9de1-47bd-abbe-fcef0c2262a1,Edwards Air Force Base,"Edwards Air Force Base, Kern County, California, United States"
f11f6e85-a39a-4dd8-875b-cd84839ddec6,Bear's Den,Group,,GB,2012-03-12,,f03d09b3-39dc-4083-afd6-159e3f0d462f,London,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,f03d09b3-39dc-4083-afd6-159e3f0d462f,London,"London, England, United Kingdom"
f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"Tyler, the Creator",Person,Male,US,1991-03-06,,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,489ce91b-6658-3307-9877-795b68554c98,United States,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,"Los Angeles, Los Angeles County, California, United States"
b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Eminem,Person,Male,,1972-10-17,,bfae8151-2ba2-4f8f-bf2e-8fc16ce352c6,St. Joseph,b03ff310-d8e2-45cf-9455-769f76641eb2,Detroit,bfae8151-2ba2-4f8f-bf2e-8fc16ce352c6,St. Joseph,"St. Joseph, Buchanan County, Missouri, United States"
f47738ed-5aba-441f-bae0-8f6c02312286,Yosi Horikawa,Person,Male,JP,,,884d4a48-c134-4311-830e-38e7ee4100a5,Osaka,2db42837-c832-3c27-b4a3-08198f75693c,Japan,884d4a48-c134-4311-830e-38e7ee4100a5,Osaka,"Osaka, Japan"
e28c0b26-3bdb-45dc-b4f5-f309c7c35ec4,Ben Webster,Person,Male,US,1909-03-27,1973-09-20,c1fc21db-40e9-47f5-af93-f3ebe6581113,Kansas City,489ce91b-6658-3307-9877-795b68554c98,United States,c1fc21db-40e9-47f5-af93-f3ebe6581113,Kansas City,"Kansas City, Jackson County, Missouri, United States"
989276c4-d2e8-4599-a2a0-c9ebeba73104,Beirut,Group,,DE,,,,,85752fda-13c4-31a3-bee5-0e5cb1f51dad,Germany,85752fda-13c4-31a3-bee5-0e5cb1f51dad,Germany,Germany
52074ba6-e495-4ef3-9bb4-0703888a9f68,Arcade Fire,Group,,CA,2001,,e331bfdf-b908-429c-a79b-710cf9c06abb,Boston,71bbafaa-e825-3e15-8ca9-017dcad1748b,Canada,e331bfdf-b908-429c-a79b-710cf9c06abb,Boston,"Boston, Suffolk County, Massachusetts, United States"
e5257dc5-1edd-4fca-b7e6-1158e00522c8,The Jackson 5,Group,,US,1966,,34357067-8f7f-4c7a-8d5e-99b6e60f7891,Gary,489ce91b-6658-3307-9877-795b68554c98,United States,34357067-8f7f-4c7a-8d5e-99b6e60f7891,Gary,"Gary, Lake County, Indiana, United States"
d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,The Temptations,Group,,US,1960,,b03ff310-d8e2-45cf-9455-769f76641eb2,Detroit,489ce91b-6658-3307-9877-795b68554c98,United States,b03ff310-d8e2-45cf-9455-769f76641eb2,Detroit,"Detroit, Wayne County, Michigan, United States"
d8392f05-fb39-402e-8e21-913f2b27b5c6,Frank Wilson,Person,Male,US,1940-12-05,2012-09-27,c920948b-83e3-40b7-8fe9-9ab5abaac55b,Houston,489ce91b-6658-3307-9877-795b68554c98,United States,c920948b-83e3-40b7-8fe9-9ab5abaac55b,Houston,"Houston, Harris County, Texas, United States"
afdb7919-059d-43c1-b668-ba1d265e7e42,Marvin Gaye,Person,Male,US,1939-04-02,1984-04-01,af59135f-38b5-4ea4-b4e2-dd28c5f0bad7,"Washington, D.C.",489ce91b-6658-3307-9877-795b68554c98,United States,af59135f-38b5-4ea4-b4e2-dd28c5f0bad7,"Washington, D.C.","Washington, D.C., United States"
e38cc2fa-4a23-496a-b03c-ab1bc67c2269,Boye,,,,1981,,,,,,,,
e17845f0-ade0-4d66-95fc-2d8c723a87a6,Mike Williams,Person,,,,,,,,,,,
fd857293-5ab8-40de-b29e-55a69d4e4d0f,Muse,Group,,FR,,,,,08310658-51eb-3801-80de-5a0739207115,France,08310658-51eb-3801-80de-5a0739207115,France,France
c485632c-b784-4ee9-8ea1-c5fb365681fc,MGMT,Group,,US,2002-12,,fbea13ef-0ba9-4866-b741-cbf72908eac4,Middletown,489ce91b-6658-3307-9877-795b68554c98,United States,fbea13ef-0ba9-4866-b741-cbf72908eac4,Middletown,"Middletown, Middlesex County, Connecticut, United States"
95e1ead9-4d31-4808-a7ac-32c3614c116b,The Killers,Group,,US,2001,,cd22d0ba-c79b-45b3-a8e0-617b240df5f0,Las Vegas,489ce91b-6658-3307-9877-795b68554c98,United States,cd22d0ba-c79b-45b3-a8e0-617b240df5f0,Las Vegas,"Las Vegas, Clark County, Nevada, United States"
ce9e8a37-2424-404b-ada5-291547fbd807,Jet,Group,,GB,1974,1976,,,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom
2ddd167f-5b8a-4372-b350-6ad50493bac0,The Fray,Group,,US,2002,,fc1aee9a-f1a8-45dc-8820-af6b5d7f7450,Denver,489ce91b-6658-3307-9877-795b68554c98,United States,fc1aee9a-f1a8-45dc-8820-af6b5d7f7450,Denver,"Denver, Colorado, United States"
f4b5b380-abbb-4790-a96d-a5317416908e,Creed,Group,,GB,,,,,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom
cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,Group,,GB,1996-09,,f03d09b3-39dc-4083-afd6-159e3f0d462f,London,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,f03d09b3-39dc-4083-afd6-159e3f0d462f,London,"London, England, United Kingdom"
07b6020a-c539-4d68-aeef-f159f3befc76,Band of Horses,Group,,US,2004,,10adc6b5-63bf-4b4e-993e-ed83b05c22fc,Seattle,489ce91b-6658-3307-9877-795b68554c98,United States,10adc6b5-63bf-4b4e-993e-ed83b05c22fc,Seattle,"Seattle, King County, Washington, United States"
ce1651b6-b98d-44cc-8ff1-a88a7b5ef92d,The Faint,Group,,XE,,,,,89a675c2-3e37-3518-b83c-418bad59a85a,Europe,89a675c2-3e37-3518-b83c-418bad59a85a,Europe,Europe
753a1564-aaef-4d39-bc68-4a8d5e328cf7,Miike Snow,Group,,SE,2007,,1127ddc2-eab3-4662-8718-6adbdeea3b10,Stockholm,23d10872-f5ae-3f0c-bf55-332788a16ecb,Sweden,1127ddc2-eab3-4662-8718-6adbdeea3b10,Stockholm,"Stockholm, Stockholm, Sweden"
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,U2,Group,,IE,1976,,462e7952-4fa9-43cd-bc24-2c5c9cd5dd47,Dublin,390b05d4-11ec-3bce-a343-703a366b34a5,Ireland,462e7952-4fa9-43cd-bc24-2c5c9cd5dd47,Dublin,"Dublin, County Dublin, Leinster, Ireland"
90218af4-4d58-4821-8d41-2ee295ebbe21,Kaiser Chiefs,Group,,GB,2003,,116e3eb1-2b14-42c9-91a1-7a2510dcc4b3,Leeds,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,116e3eb1-2b14-42c9-91a1-7a2510dcc4b3,Leeds,"Leeds, Leeds, West Yorkshire, England, United Kingdom"
3f7b73d1-c978-4f9a-819a-a00b909c5d62,The Rapture,Person,Male,,,,,,f03d09b3-39dc-4083-afd6-159e3f0d462f,London,f03d09b3-39dc-4083-afd6-159e3f0d462f,London,"London, England, United Kingdom"
46d18823-6a15-49ee-8376-c5f7a49530a6,Hard‐Fi,Group,,GB,2002,,0de8eaa2-0636-4c0a-ac11-cba52027b7d4,Staines-upon-Thames,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,0de8eaa2-0636-4c0a-ac11-cba52027b7d4,Staines-upon-Thames,"Staines-upon-Thames, Surrey, England, United Kingdom"
020bfbb4-05c3-4c86-b372-17825c262094,Audioslave,Group,,US,2001,2007-02-15,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,489ce91b-6658-3307-9877-795b68554c98,United States,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,"Los Angeles, Los Angeles County, California, United States"
6ffb8ea9-2370-44d8-b678-e9237bbd347b,Kings of Leon,Group,,US,1999,,e68879f9-bd95-41ff-96ba-c082ff37cc74,Nashville,489ce91b-6658-3307-9877-795b68554c98,United States,e68879f9-bd95-41ff-96ba-c082ff37cc74,Nashville,"Nashville, Davidson County, Tennessee, United States"
ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Arctic Monkeys,Group,,GB,2002,,3ce737cb-f5bb-403d-a98a-e0602670229f,Sheffield,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,3ce737cb-f5bb-403d-a98a-e0602670229f,Sheffield,"Sheffield, South Yorkshire, England, United Kingdom"
d8354b38-e942-4c89-ba93-29323432abc3,Thirty Seconds to Mars,Group,,US,1998,,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,489ce91b-6658-3307-9877-795b68554c98,United States,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,"Los Angeles, Los Angeles County, California, United States"
3a528006-1429-47f4-ae9b-2ea95343e16a,Velvet Revolver,Group,,US,2002,2008,497c3151-73cb-4c95-9a52-95ff4c6360a7,Rancho Santa Margarita,489ce91b-6658-3307-9877-795b68554c98,United States,497c3151-73cb-4c95-9a52-95ff4c6360a7,Rancho Santa Margarita,"Rancho Santa Margarita, Orange County, California, United States"
59a7fbcb-ff74-494d-abd0-9c82359040c9,Grizzly Bear,Group,,US,2002,,a71b0d32-7752-49e9-8594-2247ad6ac12c,Brooklyn,489ce91b-6658-3307-9877-795b68554c98,United States,a71b0d32-7752-49e9-8594-2247ad6ac12c,Brooklyn,"Brooklyn, New York, New York, United States"
79491354-3d83-40e3-9d8e-7592d58d790a,Deep Purple,Group,,GB,1968,,93e36643-acf7-4fb4-8760-de9d6bebfe4c,Hertford,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,93e36643-acf7-4fb4-8760-de9d6bebfe4c,Hertford,"Hertford, Hertfordshire, England, United Kingdom"
350bce49-c21b-4137-b50a-0766ded07e4d,Taking Back Sunday,Group,,US,1999-11-01,,7efc915a-2630-4e12-baa6-ed32ebaa5b0a,Rockville Centre,489ce91b-6658-3307-9877-795b68554c98,United States,7efc915a-2630-4e12-baa6-ed32ebaa5b0a,Rockville Centre,"Rockville Centre, Nassau County, New York, United States"
69b39eab-6577-46a4-a9f5-817839092033,Kasabian,Group,,GB,1997,,806b9b3b-5daf-4eaa-807d-7a2a29cde0da,Leicester,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,806b9b3b-5daf-4eaa-807d-7a2a29cde0da,Leicester,"Leicester, England, United Kingdom"
487bfd74-71bf-46dd-b89c-80b7a0f06f2f,The Hives,Group,,SE,1993,,58acc56e-2cd8-4038-bcca-1ba357cde30d,Fagersta,23d10872-f5ae-3f0c-bf55-332788a16ecb,Sweden,58acc56e-2cd8-4038-bcca-1ba357cde30d,Fagersta,"Fagersta, Fagersta Municipality, Västmanland, Sweden"
0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,Death Cab for Cutie,Group,,US,1997,,3b3c74f8-3863-4af6-b1af-5a523d9f3831,Bellingham,489ce91b-6658-3307-9877-795b68554c98,United States,3b3c74f8-3863-4af6-b1af-5a523d9f3831,Bellingham,"Bellingham, Whatcom County, Washington, United States"
2aaf7396-6ab8-40f3-9776-a41c42c8e26b,LCD Soundsystem,Group,,US,2001,,74e50e58-5deb-4b99-93a2-decbb365c07f,New York,489ce91b-6658-3307-9877-795b68554c98,United States,74e50e58-5deb-4b99-93a2-decbb365c07f,New York,"New York, New York, United States"
766a2b45-441f-4096-af05-dbbca9518c9d,Phantom Planet,Group,,US,1994,,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,489ce91b-6658-3307-9877-795b68554c98,United States,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,"Los Angeles, Los Angeles County, California, United States"
edcea99a-630e-4567-a5b8-21b4c4a01ae2,Brand New,Group,,,,,,,,,,,
bb6eaced-69dd-4636-829f-9f987acc4fc3,The Temper Trap,Group,,AU,2005,,b4e9352c-8edf-4911-8fa3-e852afa30501,Melbourne,106e0bec-b638-3b37-b731-f53d507dc00e,Australia,b4e9352c-8edf-4911-8fa3-e852afa30501,Melbourne,"Melbourne, Victoria, Australia"
97b20fe3-0924-4a5f-9955-d0b5c5f9587f,Santigold,Person,Female,US,1976-09-25,,0eeb01c2-6e31-46ad-96b8-319749f731d2,Philadelphia,489ce91b-6658-3307-9877-795b68554c98,United States,0eeb01c2-6e31-46ad-96b8-319749f731d2,Philadelphia,"Philadelphia, Philadelphia County, Pennsylvania, United States"
299278d3-25dd-4f30-bae4-5b571c28034d,The Postal Service,Group,,US,2001,,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,489ce91b-6658-3307-9877-795b68554c98,United States,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Los Angeles,"Los Angeles, Los Angeles County, California, United States"
11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5,The White Stripes,Group,,US,1997-07-14,2011-02-02,b03ff310-d8e2-45cf-9455-769f76641eb2,Detroit,489ce91b-6658-3307-9877-795b68554c98,United States,b03ff310-d8e2-45cf-9455-769f76641eb2,Detroit,"Detroit, Wayne County, Michigan, United States"
